qid,label,description,author,genre,form_of_creative_work,language,country,publication_date,publisher,instance_of,award_received,first_line,last_line,epigraph,genre_from_description,genre_clean,genre_combined,genre_standardized,publication_year,literary_period,country_grouped,text,text_filtered,fiction_type,is_predicted,prediction_confidence
Q731626,Curtain,1975 novel by Agatha Christie,Agatha Christie,crime fiction,novel,English,United Kingdom,+1975-00-00T00:00:00Z,Collins Crime Club,literary work,,,,,,crime fiction,crime fiction,realistic,1975.0,contemporary,United Kingdom,Curtain 1975 novel by Agatha Christie,curtain novel by,realistic,False,
Q706725,Artemis Fowl,novel by Eoin Colfer,Eoin Colfer,fantasy,novel,Hiberno-English,Ireland,+2001-04-26T00:00:00Z,Viking Press,literary work,,,,,,fantasy,fantasy,speculative,2001.0,modern,other,Artemis Fowl novel by Eoin Colfer,novel by,speculative,False,
Q9144808,Red Dragon,1981 novel by Thomas Harris,Thomas Harris,thriller novel,novel,English,United States,+1981-10-00T00:00:00Z,G. P. Putnam's Sons,literary work,,,,,,thriller novel,thriller novel,realistic,1981.0,contemporary,United States,Red Dragon 1981 novel by Thomas Harris,novel by,realistic,False,
Q830643,The Egyptian,1945 novel by Finnish author Mika Waltari,Mika Waltari,historical prose literature,,Finnish,Finland,+1945-00-00T00:00:00Z,WSOY,literary work,,,,,,historical prose literature,historical prose literature,realistic,1945.0,postwar,other,The Egyptian 1945 novel by Finnish author Mika Waltari,the egyptian novel by finnish author,realistic,False,
Q4232653,The Coral Island,adventure novel by R. M. Ballantyne,Robert Michael Ballantyne,adventure fiction,novel,English,United Kingdom,+1858-00-00T00:00:00Z,,literary work,,,,,adventure,adventure fiction,adventure fiction,realistic,1858.0,victorian,United Kingdom,The Coral Island adventure novel by R. M. Ballantyne,the adventure novel by,realistic,False,
Q7171660,Petals of Blood,1977 novel by Ngũgĩ wa Thiong'o,Ngũgĩ wa Thiong'o,,novel,English,Kenya,+1977-00-00T00:00:00Z,Heinemann,literary work,,,,,,,,,1977.0,contemporary,other,Petals of Blood 1977 novel by Ngũgĩ wa Thiong'o,petals of novel by wa ' o,speculative,True,0.5905286464809233
Q1539509,The Invisible Man,1897 science fiction novel by H. G. Wells,H. G. Wells,science fiction,novel,English,United Kingdom of Great Britain and Ireland,+1897-00-00T00:00:00Z,,literary work,,"The stranger came early in February, one wintry day, through a biting wind and a driving snow, the last snowfall of the year, over the down, walking as it seemed from Bramblehurst railway station, and carrying a little black portmanteau in his thickly gloved hand.","So he lapses into a dream, the undying wonderful dream of his life. And though Kemp has fished unceasingly, and Adye has questioned closely, no human being save the landlord knows those books are there, with the subtle secret of invisibility and a dozen other strange secrets written therein. And none other will know of them until he dies.",,science fiction,science fiction,science fiction,speculative,1897.0,victorian,United Kingdom of Great Britain and Ireland,"The Invisible Man The stranger came early in February, one wintry day, through a biting wind and a driving snow, the last snowfall of the year, over the down, walking as it seemed from Bramblehurst railway station, and carrying a little black portmanteau in his thickly gloved hand. So he lapses into a dream, the undying wonderful dream of his life. And though Kemp has fished unceasingly, and Adye has questioned closely, no human being save the landlord knows those books are there, with the subtle secret of invisibility and a dozen other strange secrets written therein. And none other will know of them until he dies. 1897 science fiction novel by H. G. Wells","the invisible the stranger came early in , wintry day , through a biting wind and a driving snow , the last snowfall of the year , over the down , walking as it seemed from railway station , and carrying a little black portmanteau in his thickly gloved hand . so he lapses into a dream , the undying wonderful dream of his life . and though has fished unceasingly , and has questioned closely , no human being save the landlord knows those books are there , with the subtle secret of invisibility and a dozen other strange secrets written therein . and none other will know of them until he dies . science fiction novel by",speculative,False,
Q477508,Northanger Abbey,1817 novel by Jane Austen,Jane Austen,romantic fiction,novel,English,United Kingdom,+1818-12-00T00:00:00Z,John Murray,literary work,,"No one who had ever seen Catherine Morland in her infancy, would have supposed her born to be an heroine. Her situation in life, the character of her father and mother, her own person and disposition, were all equally against her.","I leave it to be settled by whomsoever it may concern, whether the tendency of this work be altogether to recommend parental tyranny, or reward filial disobedience.",,,romantic fiction,romantic fiction,realistic,1818.0,romantic,United Kingdom,"Northanger Abbey No one who had ever seen Catherine Morland in her infancy, would have supposed her born to be an heroine. Her situation in life, the character of her father and mother, her own person and disposition, were all equally against her. I leave it to be settled by whomsoever it may concern, whether the tendency of this work be altogether to recommend parental tyranny, or reward filial disobedience. 1817 novel by Jane Austen","one who had ever seen in her infancy , would have supposed her born to be an heroine . her situation in life , the character of her father and mother , her own person and disposition , were all equally against her . i leave it to be settled by whomsoever it may concern , whether the tendency of this work be altogether to recommend parental tyranny , or reward filial disobedience . novel by",realistic,False,
Q865211,The Man Who Laughs,novel by Victor Hugo,Victor Hugo,satirical fiction,novel,French,France,+1869-00-00T00:00:00Z,,literary work,,,,,,satirical fiction,satirical fiction,realistic,1869.0,victorian,France,The Man Who Laughs novel by Victor Hugo,the novel by,realistic,False,
Q55624271,My Year of Rest and Relaxation,2018 novel by Ottessa Moshfegh,Ottessa Moshfegh,,novel,English,,+2018-01-01T00:00:00Z,Penguin Group,literary work,,,,,,,,,2018.0,modern,unknown,My Year of Rest and Relaxation 2018 novel by Ottessa Moshfegh,my year of and novel by,speculative,True,0.5895155644117958
Q109172026,The Man Who Died Twice,2021 novel by Richard Osman,Q7328202,crime fiction,novel,English,United Kingdom,+2021-00-00T00:00:00Z,,literary work,,,,,,crime fiction,crime fiction,realistic,2021.0,modern,United Kingdom,The Man Who Died Twice 2021 novel by Richard Osman,the man died novel by,realistic,False,
Q501514,The Lightning Thief,2005 novel by Rick Riordan,Rick Riordan,young adult fiction,novel,English,United States,+2005-07-01T00:00:00Z,Miramax Books,literary work,,,,,,young adult fiction,young adult fiction,other,2005.0,modern,United States,The Lightning Thief 2005 novel by Rick Riordan,the thief novel by,speculative,True,0.6148285278770644
Q10376289,Aubrey-Maturin series,series of maritime novels by Patrick O'Brian,Patrick O'Brian,nautical fiction,,British English,United Kingdom,+1969-00-00T00:00:00Z,W. W. Norton & Company,novel series,,,,,,nautical fiction,nautical fiction,realistic,1969.0,postwar,United Kingdom,Aubrey-Maturin series series of maritime novels by Patrick O'Brian,aubrey-maturin series series of maritime novels by,realistic,False,
Q655933,Oeroeg,1948 novel by Hella Haasse,Hella Haasse,,novel,Dutch,Netherlands,+1948-00-00T00:00:00Z,,written work,Boekenweekgeschenk,,,,,,,,1948.0,postwar,other,Oeroeg 1948 novel by Hella Haasse,oeroeg novel by,,False,
Q902712,Dirk Gently's Holistic Detective Agency,1987 novel by Douglas Adams,Q42,comic novel,novel,British English,United Kingdom,+1987-00-00T00:00:00Z,,literary work,,,,,,comic novel,comic novel,realistic,1987.0,contemporary,United Kingdom,Dirk Gently's Holistic Detective Agency 1987 novel by Douglas Adams,'s novel by,realistic,False,
Q15238761,Allegiant,2013 novel by Veronica Roth,Veronica Roth,romantic fiction,novel,American English,United States,+2013-10-22T00:00:00Z,HarperCollins,literary work,,,,,,romantic fiction,romantic fiction,realistic,2013.0,modern,United States,Allegiant 2013 novel by Veronica Roth,allegiant novel by,realistic,False,
Q650508,Murder in the Mews,short story collection,Agatha Christie,detective fiction,short story collection,English,United Kingdom,+1937-00-00T00:00:00Z,Collins Crime Club,literary work,,,,,,detective fiction,detective fiction,realistic,1937.0,modernist,United Kingdom,Murder in the Mews short story collection,murder in the short story collection,realistic,False,
Q2578646,The Gremlins,novel by Roald Dahl,Roald Dahl,children's literature,,English,United States,+1943-00-00T00:00:00Z,The Walt Disney Company,written work,,,,,,children's literature,children's literature,other,1943.0,modernist,United States,The Gremlins novel by Roald Dahl,the novel by,other,False,
Q1853142,North and South,novel by Elizabeth Gaskell,Elizabeth Cleghorn Gaskell,,novel,English,England,+1855-00-00T00:00:00Z,Chapman and Hall,written work,,"“Edith!” said Margaret, gently, “Edith!”","“Hush!” said Margaret, “or I shall try and show you your mother’s indignant tones as she says, ‘That woman!’”",,,,,,1855.0,victorian,England,"North and South “Edith!” said Margaret, gently, “Edith!” “Hush!” said Margaret, “or I shall try and show you your mother’s indignant tones as she says, ‘That woman!’” novel by Elizabeth Gaskell","and ! ” said , gently , “ edith ! ” “ ! ” said , or i shall try and show you your mother ’ s indignant tones as she says , ‘ that woman ! ’ novel by",realistic,True,0.5592279776749504
Q3766392,Winnie-the-Pooh,1926 book by A. A. Milne,A. A. Milne,children's fiction,novella,English,United Kingdom,+1926-10-14T00:00:00Z,Methuen Publishing,literary work,,"Here is Edward Bear, coming downstairs now, bump, bump, bump, on the back of his head, behind Christopher Robin.","He nodded and went out … and in a moment I heard Winnie-the-Pooh—bump, bump, bump—going up the stairs behind him.",,,children's fiction,children's fiction,other,1926.0,modernist,United Kingdom,"Winnie-the-Pooh Here is Edward Bear, coming downstairs now, bump, bump, bump, on the back of his head, behind Christopher Robin. He nodded and went out … and in a moment I heard Winnie-the-Pooh—bump, bump, bump—going up the stairs behind him. 1926 book by A. A. Milne","here is , coming downstairs now , bump , bump , bump , on the back of his head , behind . he nodded and went out … and in a moment i heard , bump , bump—going up the stairs behind him . book by .",speculative,True,0.5598006010344895
Q1777426,Goldfinger,novel by Ian Fleming,Ian Fleming,spy fiction,novel,English,United Kingdom,+1959-03-23T00:00:00Z,Jonathan Cape,literary work,,,,,,spy fiction,spy fiction,realistic,1959.0,postwar,United Kingdom,Goldfinger novel by Ian Fleming,novel by,realistic,False,
Q2136755,On Her Majesty's Secret Service,espionage novel by Ian Fleming,Ian Fleming,spy fiction,novel,English,United Kingdom,+1963-00-00T00:00:00Z,Jonathan Cape,written work,,,,,,spy fiction,spy fiction,realistic,1963.0,postwar,United Kingdom,On Her Majesty's Secret Service espionage novel by Ian Fleming,on 's espionage novel by,realistic,False,
Q1165938,Ordeal by Innocence,1958 novel by Agatha Christie,Agatha Christie,crime fiction,novel,English,United Kingdom,+1958-11-03T00:00:00Z,Collins Crime Club,literary work,,,,,,crime fiction,crime fiction,realistic,1958.0,postwar,United Kingdom,Ordeal by Innocence 1958 novel by Agatha Christie,ordeal by novel by,realistic,False,
Q6982216,The Secret of the Nagas,the second novel of the Shiva trilogy series by the Indian author Amish Tripathi,Amish Tripathi,,novel,English,India,+2011-08-12T00:00:00Z,,literary work,,,,,,,,,2011.0,modern,India,The Secret of the Nagas the second novel of the Shiva trilogy series by the Indian author Amish Tripathi,the of the the second novel of the trilogy series by the indian author,speculative,True,0.6522147180239284
Q1047711,Casino Royale,novel by Ian Fleming,Ian Fleming,spy fiction,novel,English,United Kingdom,+1953-04-13T00:00:00Z,Jonathan Cape,literary work,,,,,,spy fiction,spy fiction,realistic,1953.0,postwar,United Kingdom,Casino Royale novel by Ian Fleming,novel by,realistic,False,
Q1219239,The Red Badge of Courage,novel by Stephen Crane,Stephen Crane,war fiction,novel,English,United States,+1894-00-00T00:00:00Z,,literary work,,"The cold passed reluctantly from the earth, and the retiring fogs revealed an army stretched out on the hills, resting.",,,,war fiction,war fiction,realistic,1894.0,victorian,United States,"The Red Badge of Courage The cold passed reluctantly from the earth, and the retiring fogs revealed an army stretched out on the hills, resting. novel by Stephen Crane","the of the cold passed reluctantly from the earth , and the retiring fogs revealed an army stretched out on the hills , resting . novel by",realistic,False,
Q197243,4.50 from Paddington,1957 novel by Agatha Christie,Agatha Christie,mystery fiction,novel,English,United Kingdom,+1957-00-00T00:00:00Z,Collins Crime Club,literary work,,,,,,mystery fiction,mystery fiction,realistic,1957.0,postwar,United Kingdom,4.50 from Paddington 1957 novel by Agatha Christie,from novel by,realistic,False,
Q1475956,Melmoth the Wanderer,1820 novel by Charles Maturin,Charles Maturin,Gothic novel,,English,Ireland,+1820-00-00T00:00:00Z,,literary work,,,,,,Gothic novel,Gothic novel,speculative,1820.0,romantic,other,Melmoth the Wanderer 1820 novel by Charles Maturin,the novel by,speculative,False,
Q3179227,Water for Elephants,2006 novel by Sara Gruen,Sara Gruen,historical romance,,English,United States,+2006-05-26T00:00:00Z,,literary work,,,,,,historical romance,historical romance,realistic,2006.0,modern,United States,Water for Elephants 2006 novel by Sara Gruen,for novel by,realistic,False,
Q816528,Ben-Hur: A Tale of the Christ,1880 novel by Lewis Wallace,Lew Wallace,fiction,novel,English,United States,+1880-11-12T00:00:00Z,Harper,literary work,,,,,,fiction,fiction,realistic,1880.0,victorian,United States,Ben-Hur: A Tale of the Christ 1880 novel by Lewis Wallace,ben-hur : a of the novel by,realistic,False,
Q12454409,Shekhar: Ek Jivani,novel by Sachchidananda Vatsyayan,Sachchidananda Vatsyayan,,novel,Hindi,India,,,literary work,,,,,,,,,,unknown,India,Shekhar: Ek Jivani novel by Sachchidananda Vatsyayan,shekhar : novel by,speculative,True,0.597367421148564
Q1165508,The Pale Horse,1961 novel by Agatha Christie,Agatha Christie,crime fiction,novel,English,United Kingdom,+1961-11-06T00:00:00Z,Collins Crime Club,literary work,,,,,,crime fiction,crime fiction,realistic,1961.0,postwar,United Kingdom,The Pale Horse 1961 novel by Agatha Christie,the novel by,realistic,False,
Q437791,Foucault's Pendulum,1988 Italian novel by Umberto Eco,Umberto Eco,esoteric novel,novel,Italian,Italy,+1988-00-00T00:00:00Z,Valentino Bompiani,literary work,Bancarella Literary Prize,,,,,esoteric novel,esoteric novel,other,1988.0,contemporary,other,Foucault's Pendulum 1988 Italian novel by Umberto Eco,'s pendulum italian novel by,speculative,True,0.5905286464809233
Q309019,Unfinished Tales,1980 collection of stories and essays by J.R.R. Tolkien,J. R. R. Tolkien,fantasy,short story collection,English,United Kingdom,+1980-00-00T00:00:00Z,,literary work,Mythopoeic Awards,,,,,fantasy,fantasy,speculative,1980.0,contemporary,United Kingdom,Unfinished Tales 1980 collection of stories and essays by J.R.R. Tolkien,unfinished tales collection of stories and essays by . tolkien,speculative,False,
Q44701,The Tenant of Wildfell Hall,1848 novel by Anne Brontë,Anne Brontë,epistolary fiction,novel,British English,United Kingdom,+1848-00-00T00:00:00Z,Thomas Cautley Newby,literary work,,,,,,epistolary fiction,epistolary fiction,realistic,1848.0,victorian,United Kingdom,The Tenant of Wildfell Hall 1848 novel by Anne Brontë,the of novel by,realistic,False,
Q368432,Live and Let Die,novel by Ian Fleming,Ian Fleming,spy fiction,novel,English,United Kingdom,+1954-00-00T00:00:00Z,Jonathan Cape,written work,,,,,,spy fiction,spy fiction,realistic,1954.0,postwar,United Kingdom,Live and Let Die novel by Ian Fleming,live and let novel by,realistic,False,
Q603310,Moonraker,1955 novel by Ian Fleming,Ian Fleming,spy fiction,novel,English,United Kingdom,+1955-00-00T00:00:00Z,Jonathan Cape,written work,,,,,,spy fiction,spy fiction,realistic,1955.0,postwar,United Kingdom,Moonraker 1955 novel by Ian Fleming,moonraker novel by,realistic,False,
Q282814,Chapterhouse: Dune,1985 novel by Frank Herbert,Frank Herbert,science fiction,novel,English,United States,+1985-03-00T00:00:00Z,,literary work,,,,,,science fiction,science fiction,speculative,1985.0,contemporary,United States,Chapterhouse: Dune 1985 novel by Frank Herbert,chapterhouse : dune novel by,speculative,False,
Q1213902,In Search of the Castaways,novel by Jules Verne,Jules Verne,nautical fiction,novel,French,France,+1868-00-00T00:00:00Z,Hetzel éds,literary work,,,,,,nautical fiction,nautical fiction,realistic,1868.0,victorian,France,In Search of the Castaways novel by Jules Verne,in of the novel by,realistic,False,
Q1060471,The Adventure of the Speckled Band,short story by Arthur Conan Doyle,Arthur Conan Doyle,detective fiction,short story,English,United Kingdom of Great Britain and Ireland,+1891-00-00T00:00:00Z,,literary work,,,,,,detective fiction,detective fiction,realistic,1891.0,victorian,United Kingdom of Great Britain and Ireland,The Adventure of the Speckled Band short story by Arthur Conan Doyle,the adventure of the short story by,realistic,False,
Q5706622,Hell Is the Absence of God,2001 novelette by Ted Chiang,Ted Chiang,science fiction,novelette,English,United States,+2001-07-00T00:00:00Z,,literary work,Locus Award for Best Novelette,,,,,science fiction,science fiction,speculative,2001.0,modern,United States,Hell Is the Absence of God 2001 novelette by Ted Chiang,is the of novelette by,speculative,False,
Q1544697,Octopussy and The Living Daylights,short story collection by Ian Fleming,Ian Fleming,spy fiction,short story collection,English,United Kingdom,+1966-00-00T00:00:00Z,Jonathan Cape,literary work,,,,,,spy fiction,spy fiction,realistic,1966.0,postwar,United Kingdom,Octopussy and The Living Daylights short story collection by Ian Fleming,and the short story collection by,realistic,False,
Q1165753,"From Russia, with Love",1957 novel by Ian Fleming,Ian Fleming,spy fiction,novel,English,United Kingdom,+1957-04-08T00:00:00Z,Jonathan Cape,literary work,,,,,,spy fiction,spy fiction,realistic,1957.0,postwar,United Kingdom,"From Russia, with Love 1957 novel by Ian Fleming","from , with novel by",realistic,False,
Q759467,The Clocks,1963 novel by Agatha Christie,Agatha Christie,crime fiction,novel,English,United Kingdom,+1963-00-00T00:00:00Z,Collins Crime Club,literary work,,,,,,crime fiction,crime fiction,realistic,1963.0,postwar,United Kingdom,The Clocks 1963 novel by Agatha Christie,the novel by,realistic,False,
Q26541,Dr. No,1958 novel by Ian Fleming,Ian Fleming,crime fiction,novel,English,United Kingdom,+1958-00-00T00:00:00Z,Jonathan Cape,literary work,,,,,,crime fiction,crime fiction,realistic,1958.0,postwar,United Kingdom,Dr. No 1958 novel by Ian Fleming,novel by,realistic,False,
Q472228,The Mysterious Affair at Styles,1920 novel by Agatha Christie,Agatha Christie,romantic fiction,novel,English,United Kingdom,+1920-00-00T00:00:00Z,John Lane,literary work,,,,,,romantic fiction,romantic fiction,realistic,1920.0,modernist,United Kingdom,The Mysterious Affair at Styles 1920 novel by Agatha Christie,the at novel by,realistic,False,
Q304493,Five Little Pigs,1942 novel by Agatha Christie,Agatha Christie,detective fiction,novel,English,United Kingdom,+1942-05-00T00:00:00Z,"Dodd, Mead & Co.",literary work,,,,,,detective fiction,detective fiction,realistic,1942.0,modernist,United Kingdom,Five Little Pigs 1942 novel by Agatha Christie,little novel by,realistic,False,
Q612836,Vanity Fair,1848 novel by William Makepeace Thackeray,William Makepeace Thackeray,satirical fiction,novel,English,United Kingdom,+1848-00-00T00:00:00Z,Punch,literary work,,,,,,satirical fiction,satirical fiction,realistic,1848.0,victorian,United Kingdom,Vanity Fair 1848 novel by William Makepeace Thackeray,novel by,realistic,False,
Q1557935,Our Mutual Friend,1864 novel by Charles Dickens,Charles Dickens,serialized fiction,novel,English,United Kingdom,+1864-00-00T00:00:00Z,Chapman and Hall,literary work,,,,,,serialized fiction,serialized fiction,other,1864.0,victorian,United Kingdom,Our Mutual Friend 1864 novel by Charles Dickens,our novel by,other,False,
Q3902680,Picnic at Hanging Rock,1967 novel by Joan Lindsay,Joan Lindsay,,novel,English,Australia,+1967-00-00T00:00:00Z,Penguin Books,written work,,,,,,,,,1967.0,postwar,Australia,Picnic at Hanging Rock 1967 novel by Joan Lindsay,picnic at hanging novel by,speculative,True,0.5440795753078234
Q14981299,And the Mountains Echoed,2013 novel by Khaled Hosseini,Khaled Hosseini,historical fiction,novel,English,United States,+2013-05-21T00:00:00Z,Riverhead Books,literary work,,,,,,historical fiction,historical fiction,realistic,2013.0,modern,United States,And the Mountains Echoed 2013 novel by Khaled Hosseini,and the novel by,realistic,False,
Q918052,The Martian Chronicles,1950 novel by Ray Bradbury,Ray Bradbury,fantasy,novel,English,United States,+1950-01-01T00:00:00Z,Doubleday,literary work,NPR Top 100 Science Fiction and Fantasy Books,,,,,fantasy,fantasy,speculative,1950.0,postwar,United States,The Martian Chronicles 1950 novel by Ray Bradbury,the martian novel by,speculative,False,
Q1317839,Martin Eden,1909 novel by Jack London,Jack London,Künstlerroman,novel,English,United States,+1909-09-01T00:00:00Z,Macmillan Inc.,literary work,Le Monde's 100 Books of the Century,,,,,Künstlerroman,Künstlerroman,realistic,1909.0,modernist,United States,Martin Eden 1909 novel by Jack London,novel by,realistic,False,
Q2563052,The Invention of Morel,novel by Adolfo Bioy Casares,Adolfo Bioy Casares,fantasy,novel,Spanish,Argentina,+1940-00-00T00:00:00Z,Editorial Losada,literary work,,,,,,fantasy,fantasy,speculative,1940.0,modernist,Argentina,The Invention of Morel novel by Adolfo Bioy Casares,the of novel by,speculative,False,
Q165068,The Tales of Beedle the Bard,short story by J. K. Rowling,Q34660,fantasy,collection of fairy tales,English,United Kingdom,+2008-12-04T00:00:00Z,Bloomsbury Publishing,literary work,,,,,,fantasy,fantasy,speculative,2008.0,modern,United Kingdom,The Tales of Beedle the Bard short story by J. K. Rowling,the of the short story by,speculative,False,
Q228119,The Final Problem,short story by Sir Arthur Conan Doyle,Arthur Conan Doyle,detective fiction,short story,English,United Kingdom,+1893-12-00T00:00:00Z,,literary work,,,,,,detective fiction,detective fiction,realistic,1893.0,victorian,United Kingdom,The Final Problem short story by Sir Arthur Conan Doyle,the short story by,realistic,False,
Q161191,For Your Eyes Only,short story collection,Ian Fleming,spy fiction,short story collection,English,United Kingdom,+1960-04-11T00:00:00Z,Jonathan Cape,literary work,,,,,,spy fiction,spy fiction,realistic,1960.0,postwar,United Kingdom,For Your Eyes Only short story collection,for your eyes only short story collection,realistic,False,
Q1768890,The Princess Diaries,novel series by Meg Cabot,Meg Cabot,epistolary novel,,English,United States,+2000-01-01T00:00:00Z,HarperCollins,novel series,,,,,,epistolary novel,epistolary novel,realistic,2000.0,modern,United States,The Princess Diaries novel series by Meg Cabot,the novel series by,realistic,False,
Q2939820,The Price of Salt,novel by Patricia Highsmith,Patricia Highsmith,LGBT-related literature,novel,American English,United States,+1952-00-00T00:00:00Z,G. P. Putnam's Sons,written work,,The lunch hour in the coworkers’ cafeteria at Frankenberg’s had reached its peak.,,,,LGBT-related literature,LGBT-related literature,other,1952.0,postwar,United States,The Price of Salt The lunch hour in the coworkers’ cafeteria at Frankenberg’s had reached its peak. novel by Patricia Highsmith,the of the lunch hour in the coworkers ’ cafeteria at s had reached its peak . novel by,speculative,True,0.5128157178575755
Q1764445,A Feast for Crows,2005 novel by George R. R. Martin,George R. R. Martin,fantasy,novel,English,United States,+2005-10-26T00:00:00Z,Opus Press,literary work,,,,,,fantasy,fantasy,speculative,2005.0,modern,United States,A Feast for Crows 2005 novel by George R. R. Martin,a for novel by,speculative,False,
Q807736,Facundo,novel by Domingo Faustino Sarmiento,Domingo Faustino Sarmiento,biography,,Spanish,,+1845-00-00T00:00:00Z,,literary work,,,,,,biography,biography,realistic,1845.0,victorian,unknown,Facundo novel by Domingo Faustino Sarmiento,novel by,realistic,False,
Q431927,A Storm of Swords,2000 novel by George R. R. Martin,George R. R. Martin,fantasy,novel,English,United States,+2000-08-08T00:00:00Z,AST,literary work,Locus Award for Best Fantasy Novel,,,,,fantasy,fantasy,speculative,2000.0,modern,United States,A Storm of Swords 2000 novel by George R. R. Martin,a storm of novel by,speculative,False,
Q592139,The Labours of Hercules,collection of detective short stories by Agatha Christie,Agatha Christie,detective fiction,short story collection,English,United Kingdom,+1947-00-00T00:00:00Z,"Dodd, Mead & Co.",literary work,,,,,,detective fiction,detective fiction,realistic,1947.0,postwar,United Kingdom,The Labours of Hercules collection of detective short stories by Agatha Christie,the of collection of detective short stories by,realistic,False,
Q478250,Smith of Wootton Major,1967 novella by J. R. R. Tolkien,J. R. R. Tolkien,fantasy,novella,English,United Kingdom,+1967-00-00T00:00:00Z,George Allen & Unwin Limited,literary work,,,,,,fantasy,fantasy,speculative,1967.0,postwar,United Kingdom,Smith of Wootton Major 1967 novella by J. R. R. Tolkien,of novella by,speculative,False,
Q2468877,The Dunwich Horror,short story by H. P. Lovecraft,H. P. Lovecraft,horror literature,short story,English,United States,+1929-04-00T00:00:00Z,Weird Tales,literary work,,When a traveler in north central Massachusetts takes the wrong fork at the junction of the Aylesbury pike just beyond Dean's Corners he comes upon a lonely and curious country.,"""It was his twin brother, but it looked more like the father than he did.""","Gorgons and Hydras, and Chimaeras—dire stories of Celaeno and the Harpies—may reproduce themselves in the brain of superstition—but they were there before. They are transcripts, types—the archetypes are in us, and eternal. How else should the recital of that which we know in a waking sense to be false come to affect us at all? Is it that we naturally conceive terror from such objects, considered in their capacity of being able to inflict upon us bodily injury? O, least of all! These terrors are of older standing. They date beyond body—or without the body, they would have been the same… That the kind of fear here treated is purely spiritual—that it is strong in proportion as it is objectless on earth, that it predominates in the period of our sinless infancy—are difficulties the solution of which might afford some probable insight into our ante-mundane condition, and a peep at least into the shadowland of pre-existence.",,horror literature,horror literature,speculative,1929.0,modernist,United States,"The Dunwich Horror When a traveler in north central Massachusetts takes the wrong fork at the junction of the Aylesbury pike just beyond Dean's Corners he comes upon a lonely and curious country. ""It was his twin brother, but it looked more like the father than he did."" Gorgons and Hydras, and Chimaeras—dire stories of Celaeno and the Harpies—may reproduce themselves in the brain of superstition—but they were there before. They are transcripts, types—the archetypes are in us, and eternal. How else should the recital of that which we know in a waking sense to be false come to affect us at all? Is it that we naturally conceive terror from such objects, considered in their capacity of being able to inflict upon us bodily injury? O, least of all! These terrors are of older standing. They date beyond body—or without the body, they would have been the same… That the kind of fear here treated is purely spiritual—that it is strong in proportion as it is objectless on earth, that it predominates in the period of our sinless infancy—are difficulties the solution of which might afford some probable insight into our ante-mundane condition, and a peep at least into the shadowland of pre-existence. short story by H. P. Lovecraft","the when a traveler in north central takes the wrong fork at the junction of the pike just beyond 's he comes upon a lonely and curious country . `` it was his twin brother , but it looked more like the father than he did . '' and , and stories of and the reproduce themselves in the brain of superstition—but they were there before . they are transcripts , types—the archetypes are in us , and eternal . how else should the recital of that which we know in a waking sense to be false come to affect us at all ? is it that we naturally conceive terror from such objects , considered in their capacity of being able to inflict upon us bodily injury ? , least of all ! these terrors are of older standing . they date beyond body—or without the body , they would have been the same… that the kind of fear here treated is purely spiritual—that it is strong in proportion as it is objectless on earth , that it predominates in the period of our sinless infancy—are difficulties the solution of which might afford some probable insight into our ante-mundane condition , and a peep at least into the shadowland of pre-existence . short story by",speculative,False,
Q2453934,Oroonoko,1688 novel by Aphra Behn,Aphra Behn,literature,novel,English,England,+1688-00-00T00:00:00Z,,literary work,,,,,,literature,literature,realistic,1688.0,classical,England,Oroonoko 1688 novel by Aphra Behn,oroonoko novel by,realistic,False,
Q837140,Catching Fire,2009 novel by Suzanne Collins,Suzanne Collins,adventure fiction,novel,English,United States,+2009-09-01T00:00:00Z,Scholastic Corporation,literary work,Goodreads Choice Award for Best Young Adult Series,,,,,adventure fiction,adventure fiction,realistic,2009.0,modern,United States,Catching Fire 2009 novel by Suzanne Collins,catching fire novel by,realistic,False,
Q699107,The Forty Days of Musa Dagh,1933 novel by Franz Werfel,Franz Werfel,historical fiction,novel,German,Austria,+1933-00-00T00:00:00Z,,literary work,,,,,,historical fiction,historical fiction,realistic,1933.0,modernist,other,The Forty Days of Musa Dagh 1933 novel by Franz Werfel,the of novel by,realistic,False,
Q845167,Fatherland,1992 novel by Robert Harris,Robert Harris,dystopian fiction,novel,English,United Kingdom,+1992-05-07T00:00:00Z,Hutchinson,literary work,,,,,,dystopian fiction,dystopian fiction,speculative,1992.0,contemporary,United Kingdom,Fatherland 1992 novel by Robert Harris,fatherland novel by,speculative,False,
Q469969,The Light Fantastic,Discworld novel by Terry Pratchett,Terry Pratchett,fantasy,novel,English,United Kingdom,+1986-00-00T00:00:00Z,,literary work,,,,,,fantasy,fantasy,speculative,1986.0,contemporary,United Kingdom,The Light Fantastic Discworld novel by Terry Pratchett,the novel by,speculative,False,
Q1322449,Jaws,1974 novel by American writer Peter Benchley,Peter Benchley,thriller,novel,English,United States,+1974-02-00T00:00:00Z,Doubleday,literary work,,,,,,thriller,thriller,realistic,1974.0,contemporary,United States,Jaws 1974 novel by American writer Peter Benchley,jaws novel by american writer,realistic,False,
Q10682083,Return to Ithaca,1946 Eyvind Johnson novel,Eyvind Johnson,,novel,Swedish,Sweden,,,literary work,,,,,,,,,,unknown,other,Return to Ithaca 1946 Eyvind Johnson novel,return to novel,,False,
